FECHA;CODIGO;NUMERO;MESA;OPERADOR;ESTADO;TIEMPO_ATENCION;TIEMPO_ESPERA;HORA_INGRESO;HORA_INICIO;HORA_FIN;KARDEX;CELULAR;SUCURSAL
5/3/2025;ATG;17;S  1;PSiniestros1 PSiniestros1;atendido;00:22:34;00:29:21;11:37:38;12:06:59;12:29:33;0;;La Paz - 01
5/3/2025;ATP;1;S  2;PSiniestros2 PSiniestros2;atendido;00:21:39;00:24:29;11:51:22;12:15:51;12:37:30;0;;La Paz - 01
5/3/2025;ATG;13;S  2;PSiniestros2 PSiniestros2;atendido;00:03:41;00:10:56;11:13:41;11:24:37;11:28:18;0;;La Paz - 01
5/3/2025;ATG;14;S  2;PSiniestros2 PSiniestros2;atendido;00:03:39;00:02:37;11:25:46;11:28:23;11:32:02;0;;La Paz - 01
5/3/2025;ATG;15;S  2;PSiniestros2 PSiniestros2;atendido;00:37:33;00:00:32;11:35:40;11:36:12;12:13:45;0;;La Paz - 01
5/3/2025;AMG;5;S  4;PSiniestros4 PSiniestros4;atendido;00:13:32;00:05:47;11:26:48;11:32:35;11:46:07;0;;La Paz - 01
5/3/2025;AMG;6;S  4;PSiniestros4 PSiniestros4;atendido;00:10:55;00:07:12;11:38:57;11:46:09;11:57:04;0;;La Paz - 01
5/3/2025;AMG;7;S  4;PSiniestros4 PSiniestros4;atendido;00:13:45;00:16:07;11:40:58;11:57:05;12:10:50;0;;La Paz - 01
5/3/2025;VAG;2;C  6;PComercial6 PComercial6;atendido;00:00:13;00:00:43;12:02:21;12:03:04;12:03:17;0;;La Paz - 01
5/3/2025;VCG;5;C  6;PComercial6 PComercial6;atendido;00:01:14;00:01:40;12:00:09;12:01:49;12:03:03;0;;La Paz - 01
5/3/2025;VCG;6;C  6;PComercial6 PComercial6;atendido;00:00:55;00:01:19;12:31:37;12:32:56;12:33:51;0;;La Paz - 01
5/3/2025;VCG;7;C  9;PComercial9 PComercial9;atendido;00:19:11;00:00:07;12:43:17;12:43:24;13:02:35;0;;La Paz - 01
5/3/2025;SP;1;C  13;PComercial13 PComercial13;atendido;00:01:59;00:00:27;12:05:17;12:05:44;12:07:43;0;;La Paz - 01
5/3/2025;SG;24;C  13;PComercial13 PComercial13;atendido;00:02:13;00:01:39;12:00:51;12:02:30;12:04:43;0;;La Paz - 01
5/3/2025;SG;26;C  13;PComercial13 PComercial13;atendido;00:02:57;00:00:35;12:11:45;12:12:20;12:15:17;0;;La Paz - 01
5/3/2025;SG;27;C  13;PComercial13 PComercial13;atendido;00:02:54;00:02:20;12:12:59;12:15:19;12:18:13;0;;La Paz - 01
5/3/2025;SG;29;C  13;PComercial13 PComercial13;atendido;00:05:10;00:00:07;12:35:51;12:35:58;12:41:08;0;;La Paz - 01
5/3/2025;SG;30;C  13;PComercial13 PComercial13;atendido;00:01:53;00:02:17;12:38:53;12:41:10;12:43:03;0;;La Paz - 01
5/3/2025;SG;31;C  13;PComercial13 PComercial13;atendido;00:03:19;00:00:31;12:42:33;12:43:04;12:46:23;0;;La Paz - 01
5/3/2025;SG;32;C  13;PComercial13 PComercial13;atendido;00:02:13;00:00:16;12:52:35;12:52:51;12:55:04;0;;La Paz - 01
5/3/2025;SG;33;C  13;PComercial13 PComercial13;atendido;00:05:11;00:01:21;12:53:45;12:55:06;13:00:17;0;;La Paz - 01
5/3/2025;SG;25;C  13;PComercial13 PComercial13;ausente;00:01:23;00:03:13;12:05:03;12:08:16;12:09:39; ;;La Paz - 01
5/3/2025;SG;28;C  13;PComercial13 PComercial13;ausente;00:01:44;00:00:19;12:21:58;12:22:17;12:24:01; ;;La Paz - 01
5/3/2025;EG;9;C  21;PComercial21 PComercial21;atendido;00:10:28;00:06:45;12:22:36;12:29:21;12:39:49;0;;La Paz - 01
5/3/2025;EG;10;C  21;PComercial21 PComercial21;atendido;00:00:05;00:07:27;12:32:24;12:39:51;12:39:56;0;;La Paz - 01
5/3/2025;AFG;1;S  1;PSiniestros1 PSiniestros1;atendido;00:22:04;00:02:26;12:34:30;12:36:56;12:59:00;0;;La Paz - 01
5/3/2025;ATG;18;S  1;PSiniestros1 PSiniestros1;atendido;00:18:34;00:09:45;12:49:17;12:59:02;13:17:36;0;;La Paz - 01
5/3/2025;AMG;8;S  4;PSiniestros4 PSiniestros4;atendido;00:37:38;00:14:21;12:23:57;12:38:18;13:15:56;0;;La Paz - 01
5/3/2025;VCP;1;C  7;PComercial7 PComercial7;atendido;00:02:14;00:00:03;13:33:01;13:33:04;13:35:18;0;;La Paz - 01
5/3/2025;SG;34;C  13;PComercial13 PComercial13;atendido;00:04:16;00:00:39;13:47:36;13:48:15;13:52:31;0;;La Paz - 01
5/3/2025;EP;2;C  21;PComercial21 PComercial21;atendido;00:00:45;00:01:57;13:24:36;13:26:33;13:27:18;0;;La Paz - 01
5/3/2025;EP;3;C  21;PComercial21 PComercial21;atendido;00:05:14;00:00:04;13:27:17;13:27:21;13:32:35;0;;La Paz - 01
5/3/2025;CG;4;CJ  11;PCajas11 PCajas11;atendido;00:16:37;00:19:14;13:04:21;13:23:35;13:40:12;0;;La Paz - 01
5/3/2025;CP;1;CJ  12;PCajas12 PCajas12;atendido;01:29:51;00:12:43;13:20:39;13:33:22;15:03:13;0;;La Paz - 01
5/3/2025;AMG;9;S  1;PSiniestros1 PSiniestros1;atendido;00:10:14;00:04:17;13:25:47;13:30:04;13:40:18;0; ;La Paz - 01
5/3/2025;ATG;21;S  1;PSiniestros1 PSiniestros1;atendido;00:10:17;00:07:05;13:12:39;13:19:44;13:30:01;0;;La Paz - 01
5/3/2025;ATG;19;S  2;PSiniestros2 PSiniestros2;atendido;00:09:36;00:03:17;13:01:52;13:05:09;13:14:45;0;;La Paz - 01
5/3/2025;ATG;20;S  2;PSiniestros2 PSiniestros2;atendido;00:15:24;00:10:29;13:06:42;13:17:11;13:32:35;0;;La Paz - 01
5/3/2025;AMG;9;S  4;PSiniestros4 PSiniestros4;atendido;00:06:33;00:08:34;13:10:40;13:19:14;13:25:47;0;;La Paz - 01
5/3/2025;AMG;10;S  4;PSiniestros4 PSiniestros4;atendido;00:01:34;00:10:41;13:15:22;13:26:03;13:27:37;0;;La Paz - 01
5/3/2025;AMG;11;S  4;PSiniestros4 PSiniestros4;atendido;00:19:31;00:05:01;13:22:37;13:27:38;13:47:09;0;;La Paz - 01
5/3/2025;VAG;3;C  6;PComercial6 PComercial6;atendido;00:08:14;00:01:19;14:46:22;14:47:41;14:55:55;0;;La Paz - 01
5/3/2025;SG;35;C  13;PComercial13 PComercial13;atendido;00:01:53;00:00:35;14:00:33;14:01:08;14:03:01;0;;La Paz - 01
5/3/2025;SG;36;C  13;PComercial13 PComercial13;atendido;00:02:52;00:02:57;14:09:12;14:12:09;14:15:01;0;;La Paz - 01
5/3/2025;CG;5;CJ  11;PCajas11 PCajas11;atendido;00:20:19;00:02:26;14:24:11;14:26:37;14:46:56;0;;La Paz - 01
5/3/2025;CG;6;CJ  11;PCajas11 PCajas11;atendido;01:00:40;00:02:32;14:48:39;14:51:11;15:51:51;0;;La Paz - 01
5/3/2025;AFG;2;S  1;PSiniestros1 PSiniestros1;atendido;00:01:21;00:38:44;14:26:50;15:05:34;15:06:55;0;;La Paz - 01
5/3/2025;AFG;3;S  1;PSiniestros1 PSiniestros1;atendido;00:36:51;00:08:04;14:58:52;15:06:56;15:43:47;0;;La Paz - 01
5/3/2025;ATG;22;S  2;PSiniestros2 PSiniestros2;atendido;00:08:15;00:15:25;14:16:13;14:31:38;14:39:53;0;;La Paz - 01
5/3/2025;ATG;23;S  2;PSiniestros2 PSiniestros2;atendido;00:02:03;00:20:09;14:31:55;14:52:04;14:54:07;0;;La Paz - 01
5/3/2025;ATG;24;S  2;PSiniestros2 PSiniestros2;atendido;00:45:37;00:11:01;14:43:07;14:54:08;15:39:45;0;;La Paz - 01
5/3/2025;AMG;12;S  4;PSiniestros4 PSiniestros4;atendido;00:18:48;00:20:20;14:08:59;14:29:19;14:48:07;0;;La Paz - 01
5/3/2025;AMG;13;S  4;PSiniestros4 PSiniestros4;atendido;00:08:30;00:05:16;14:53:00;14:58:16;15:06:46;0;;La Paz - 01
5/3/2025;VCG;8;C  6;PComercial6 PComercial6;atendido;00:32:22;00:10:54;15:53:29;16:04:23;16:36:45;0;;La Paz - 01
5/3/2025;SG;37;C  13;PComercial13 PComercial13;atendido;00:05:41;00:01:48;15:01:16;15:03:04;15:08:45;0;;La Paz - 01
5/3/2025;SG;38;C  13;PComercial13 PComercial13;atendido;00:01:20;00:05:29;15:03:18;15:08:47;15:10:07;0;;La Paz - 01
5/3/2025;SG;39;C  13;PComercial13 PComercial13;atendido;00:01:14;00:03:00;15:07:09;15:10:09;15:11:23;0;;La Paz - 01
5/3/2025;SG;40;C  13;PComercial13 PComercial13;atendido;00:01:03;00:03:50;15:07:36;15:11:26;15:12:29;0;;La Paz - 01
5/3/2025;SG;41;C  13;PComercial13 PComercial13;atendido;00:01:34;00:00:17;15:14:04;15:14:21;15:15:55;0;;La Paz - 01
5/3/2025;SG;42;C  13;PComercial13 PComercial13;atendido;00:02:27;00:00:52;15:19:14;15:20:06;15:22:33;0;;La Paz - 01
5/3/2025;SG;43;C  13;PComercial13 PComercial13;atendido;00:03:55;00:00:25;15:28:40;15:29:05;15:33:00;0;;La Paz - 01
5/3/2025;SG;44;C  13;PComercial13 PComercial13;atendido;00:03:03;00:00:32;15:32:29;15:33:01;15:36:04;0;;La Paz - 01
5/3/2025;SG;46;C  13;PComercial13 PComercial13;atendido;00:00:37;00:00:14;15:49:28;15:49:42;15:50:19;0;;La Paz - 01
5/3/2025;SG;47;C  13;PComercial13 PComercial13;atendido;00:00:03;00:05:14;15:50:11;15:55:25;15:55:28;0;;La Paz - 01
5/3/2025;SG;48;C  13;PComercial13 PComercial13;atendido;00:06:57;00:22:55;15:57:51;16:20:46;16:27:43;0;;La Paz - 01
5/3/2025;SP;2;C  13;PComercial13 PComercial13;ausente;00:00:32;00:00:28;15:49:52;15:50:20;15:50:52; ;;La Paz - 01
5/3/2025;SG;45;C  13;PComercial13 PComercial13;ausente;00:01:10;00:00:47;15:36:07;15:36:54;15:38:04; ;;La Paz - 01
5/3/2025;EG;11;C  21;PComercial21 PComercial21;atendido;00:01:53;00:00:05;15:10:38;15:10:43;15:12:36;0;;La Paz - 01
5/3/2025;CG;8;CJ  11;PCajas11 PCajas11;atendido;00:09:25;00:02:12;15:49:41;15:51:53;16:01:18;0;;La Paz - 01
5/3/2025;CG;7;CJ  12;PCajas12 PCajas12;atendido;00:27:54;00:09:12;15:05:19;15:14:31;15:42:25;0;;La Paz - 01
5/3/2025;ATG;25;S  2;PSiniestros2 PSiniestros2;atendido;00:19:16;00:05:10;15:34:36;15:39:46;15:59:02;0;;La Paz - 01
5/3/2025;SP;4;C  13;PComercial13 PComercial13;atendido;00:07:21;00:07:59;16:20:08;16:28:07;16:35:28;0;;La Paz - 01
5/3/2025;SG;49;C  13;PComercial13 PComercial13;atendido;00:00:57;00:10:44;16:24:46;16:35:30;16:36:27;0;;La Paz - 01
5/3/2025;SG;50;C  13;PComercial13 PComercial13;atendido;00:01:46;00:08:39;16:27:49;16:36:28;16:38:14;0;;La Paz - 01
5/3/2025;SG;51;C  13;PComercial13 PComercial13;atendido;00:05:02;00:00:55;16:37:21;16:38:16;16:43:18;0;;La Paz - 01
5/3/2025;SP;3;C  13;PComercial13 PComercial13;ausente;00:00:37;00:14:20;16:05:48;16:20:08;16:20:45; ;;La Paz - 01
5/3/2025;EG;12;C  21;PComercial21 PComercial21;atendido;00:01:25;00:00:12;16:50:55;16:51:07;16:52:32;0;;La Paz - 01
5/3/2025;CG;9;CJ  11;PCajas11 PCajas11;atendido;00:03:11;00:00:08;16:01:11;16:01:19;16:04:30;0;;La Paz - 01
5/3/2025;CG;10;CJ  11;PCajas11 PCajas11;atendido;00:27:51;00:00:40;16:10:17;16:10:57;16:38:48;0;;La Paz - 01
5/3/2025;CG;11;CJ  11;PCajas11 PCajas11;atendido;00:02:57;00:00:20;16:55:23;16:55:43;16:58:40;0;;La Paz - 01
5/3/2025;ATP;2;S  1;PSiniestros1 PSiniestros1;atendido;00:02:06;00:22:18;16:00:48;16:23:06;16:25:12;0;;La Paz - 01
5/3/2025;ATG;26;S  2;PSiniestros2 PSiniestros2;atendido;00:39:05;00:00:34;16:01:23;16:01:57;16:41:02;0;;La Paz - 01
5/3/2025;ATG;27;S  2;PSiniestros2 PSiniestros2;atendido;00:03:38;00:35:05;16:05:58;16:41:03;16:44:41;0;;La Paz - 01
5/3/2025;ATG;28;S  2;PSiniestros2 PSiniestros2;atendido;00:19:16;00:04:18;16:40:24;16:44:42;17:03:58;0;;La Paz - 01
5/3/2025;AMP;1;S  4;PSiniestros4 PSiniestros4;atendido;00:13:08;00:09:24;16:10:49;16:20:13;16:33:21;0;;La Paz - 01
5/3/2025;AMP;2;S  4;PSiniestros4 PSiniestros4;atendido;00:39:14;00:22:05;16:11:17;16:33:22;17:12:36;0;;La Paz - 01
6/3/2025;SG;2;C  7;PComercial7 PComercial7;atendido;00:03:07;00:01:06;08:33:41;08:34:47;08:37:54;0;;La Paz - 01
6/3/2025;SG;1;C  13;PComercial13 PComercial13;atendido;00:01:47;00:00:56;08:32:13;08:33:09;08:34:56;0;;La Paz - 01
6/3/2025;SG;3;C  13;PComercial13 PComercial13;atendido;00:04:10;00:00:18;08:34:39;08:34:57;08:39:07;0;;La Paz - 01
6/3/2025;EG;1;C  21;PComercial21 PComercial21;atendido;00:02:06;00:00:09;08:35:08;08:35:17;08:37:23;0;;La Paz - 01
6/3/2025;EG;2;C  21;PComercial21 PComercial21;atendido;00:01:28;00:02:09;08:35:16;08:37:25;08:38:53;0;;La Paz - 01
6/3/2025;EG;3;C  21;PComercial21 PComercial21;atendido;00:07:51;00:00:27;08:38:29;08:38:56;08:46:47;0;;La Paz - 01
6/3/2025;ATG;2;S  1;PSiniestros1 PSiniestros1;atendido;00:01:59;00:00:15;08:43:08;08:43:23;08:45:22;0;;La Paz - 01
6/3/2025;ATG;3;S  1;PSiniestros1 PSiniestros1;atendido;00:26:19;00:04:41;08:51:14;08:55:55;09:22:14;0;;La Paz - 01
6/3/2025;ATG;1;S  2;PSiniestros2 PSiniestros2;atendido;00:31:33;00:08:01;08:31:52;08:39:53;09:11:26;0;;La Paz - 01
6/3/2025;ATP;1;S  2;PSiniestros2 PSiniestros2;atendido;00:00:40;00:02:39;08:32:03;08:34:42;08:35:22;0;;La Paz - 01
6/3/2025;ATP;2;S  2;PSiniestros2 PSiniestros2;atendido;00:04:27;00:02:36;08:32:47;08:35:23;08:39:50;0;;La Paz - 01
6/3/2025;AMP;1;S  4;PSiniestros4 PSiniestros4;atendido;00:19:05;00:13:33;08:33:05;08:46:38;09:05:43;0;;La Paz - 01
6/3/2025;VCG;1;C  7;PComercial7 PComercial7;atendido;00:07:27;00:00:20;09:56:16;09:56:36;10:04:03;0;;La Paz - 01
6/3/2025;VAG;1;C  9;PComercial9 PComercial9;atendido;00:11:07;00:02:33;09:35:34;09:38:07;09:49:14;0;;La Paz - 01
6/3/2025;SG;4;C  13;PComercial13 PComercial13;atendido;00:04:09;00:00:42;09:04:50;09:05:32;09:09:41;0;;La Paz - 01
6/3/2025;SG;5;C  13;PComercial13 PComercial13;atendido;00:04:03;00:00:18;09:34:10;09:34:28;09:38:31;0;;La Paz - 01
6/3/2025;SG;6;C  13;PComercial13 PComercial13;atendido;00:04:20;00:00:30;09:55:38;09:56:08;10:00:28;0;;La Paz - 01
6/3/2025;EP;1;C  21;PComercial21 PComercial21;atendido;00:01:49;00:00:15;09:24:06;09:24:21;09:26:10;0;;La Paz - 01
6/3/2025;EG;4;C  21;PComercial21 PComercial21;atendido;00:02:04;00:01:55;09:09:35;09:11:30;09:13:34;0;;La Paz - 01
6/3/2025;EG;5;C  21;PComercial21 PComercial21;atendido;00:02:51;00:00:18;09:31:11;09:31:29;09:34:20;0;;La Paz - 01
6/3/2025;EG;6;C  21;PComercial21 PComercial21;atendido;00:01:44;00:01:44;09:32:38;09:34:22;09:36:06;0;;La Paz - 01
6/3/2025;EG;7;C  21;PComercial21 PComercial21;atendido;00:03:35;00:00:31;09:51:39;09:52:10;09:55:45;0;;La Paz - 01
6/3/2025;CG;1;CJ  11;PComercial9 PComercial9;atendido;00:02:35;00:03:04;09:29:42;09:32:46;09:35:21;0;;La Paz - 01
6/3/2025;CG;2;CJ  12;PCajas12 PCajas12;atendido;01:04:29;00:05:16;09:44:33;09:49:49;10:54:18;0;;La Paz - 01
6/3/2025;AFP;1;S  1;PSiniestros1 PSiniestros1;atendido;00:21:47;00:02:54;09:52:46;09:55:40;10:17:27;0;;La Paz - 01
6/3/2025;ATP;3;S  1;PSiniestros1 PSiniestros1;atendido;00:04:27;00:06:24;09:15:53;09:22:17;09:26:44;0; ;La Paz - 01
6/3/2025;ATG;5;S  1;PSiniestros1 PSiniestros1;atendido;00:06:02;00:21:18;09:28:19;09:49:37;09:55:39;0;;La Paz - 01
6/3/2025;ATP;3;S  2;PSiniestros2 PSiniestros2;atendido;00:00:23;00:01:07;09:14:23;09:15:30;09:15:53;0;;La Paz - 01
6/3/2025;ATG;4;S  2;PSiniestros2 PSiniestros2;atendido;00:38:49;00:08:05;09:22:58;09:31:03;10:09:52;0;;La Paz - 01
6/3/2025;APG;1;S  3;PSiniestros3 PSiniestros3;atendido;00:00:10;00:33:57;09:10:57;09:44:54;09:45:04;0;;La Paz - 01
6/3/2025;APG;2;S  3;PSiniestros3 PSiniestros3;atendido;00:05:35;00:03:25;09:41:40;09:45:05;09:50:40;0;;La Paz - 01
6/3/2025;AMG;1;S  4;PSiniestros4 PSiniestros4;atendido;00:14:06;00:20:29;09:50:14;10:10:43;10:24:49;0;;La Paz - 01
6/3/2025;VAG;2;C  9;PComercial9 PComercial9;atendido;00:42:02;00:00:09;10:40:14;10:40:23;11:22:25;0;;La Paz - 01
